City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,tannum sands,-23.9504,151.3693,303.01,74,40,5.66,AU,1704782985
369,okha,53.5739,142.9478,245.45,97,6,3.53,RU,1704782985
370,kabansk,52.0486,106.6528,263.22,80,100,1.9,RU,1704782985
371,aitape,-3.1374,142.3475,300.12,84,100,0.66,PG,1704782986
372,petropavlovsk-kamchatsky,53.0452,158.6483,257.48,56,0,2.0,RU,1704782986
373,hami,42.8,93.45,272.51,49,0,2.23,CN,1704782986
374,jurilovca,44.7667,28.8667,266.2,89,100,10.14,RO,1704782987
375,ponta delgada,37.7333,-25.6667,291.59,82,40,6.17,PT,1704782987
376,conduaga,8.862,117.4893,302.23,72,100,2.99,PH,1704782987
377,macapa,0.0389,-51.0664,298.52,91,95,3.66,BR,1704782987
378,uige,-7.6087,15.0613,294.48,94,75,0.42,AO,1704782987
379,warman,52.3168,-106.5679,250.31,83,20,2.06,CA,1704782988
380,invercargill,-46.4,168.35,287.05,88,100,2.24,NZ,1704782913
381,antalaha,-14.9003,50.2788,304.48,58,96,2.49,MG,1704782988
382,osinniki,53.6239,87.3598,263.2,82,100,6.11,RU,1704782988
383,as sulayyil,20.4607,45.5779,286.29,21,0,3.04,SA,1704782988
384,tromso,69.6496,18.957,276.16,87,75,5.14,NO,1704782989
385,daru,-9.0763,143.2092,302.99,72,36,3.48,PG,1704782989
386,srednyaya yelyuzan',53.0241,45.9529,255.48,94,100,3.41,RU,1704782989
387,tursunzoda,38.5144,68.2333,286.0,35,34,1.86,TJ,1704782990
388,kamina,-8.7386,24.9906,293.82,87,83,0.68,CD,1704782990
389,acajutla,13.5928,-89.8275,297.46,74,3,3.58,SV,1704782990
390,ixtapa,20.7,-105.2,294.39,82,68,1.09,MX,1704782990
391,monywa,22.1167,95.1333,299.58,36,0,3.33,MM,1704782990
392,el bauga,18.262,33.9081,297.81,56,15,4.73,SD,1704782991
393,ulladulla,-35.35,150.4667,293.96,81,97,3.21,AU,1704782991
394,bamboo flat,11.7,92.7167,303.2,70,12,4.12,IN,1704782991
395,dunedin,-45.8742,170.5036,285.82,91,100,1.79,NZ,1704782991
396,gadzhiyevo,69.2551,33.3362,263.91,84,100,1.06,RU,1704782992
397,thunder bay,48.4001,-89.3168,267.14,86,100,5.14,CA,1704782992
398,enriquillo,17.9,-71.2333,296.56,84,2,6.09,DO,1704782992
399,kill devil hills,36.0307,-75.676,282.58,82,75,3.6,US,1704782992
400,meulaboh,4.1363,96.1285,302.2,71,55,2.95,ID,1704782992
401,arenapolis,-14.4503,-56.8461,295.98,98,100,1.66,BR,1704782993
402,steinkjer,64.193,11.3851,275.67,99,100,7.09,NO,1704782993
403,itaituba,-4.2761,-55.9836,296.04,99,100,0.28,BR,1704782761
404,mawlaik,23.6333,94.4167,299.89,26,0,0.96,MM,1704782993
405,bratsk,56.1325,101.6142,263.42,83,100,4.21,RU,1704782994
406,tazovsky,67.4667,78.7,253.85,98,100,3.53,RU,1704782994
407,igrim,63.1906,64.4162,250.34,95,100,0.87,RU,1704782994
408,laminusa,5.5549,120.9136,301.8,67,32,1.13,PH,1704782994
409,fort wellington,6.4,-57.6,298.54,85,100,3.97,GY,1704782995
410,camana,-16.6228,-72.7111,294.76,89,99,3.73,PE,1704782995
411,soufriere,13.8562,-61.0566,298.93,91,20,7.2,LC,1704782995
412,dumas,35.8656,-101.9732,268.45,68,0,11.32,US,1704782995
413,ouadda,8.0777,22.4007,299.38,18,7,1.87,CF,1704782995
414,pindare mirim,-3.6083,-45.3433,295.81,98,98,1.35,BR,1704782996
415,taoudenni,22.6783,-3.9836,290.44,32,83,3.17,ML,1704782996
416,zapala,-38.8992,-70.0544,283.6,50,0,2.39,AR,1704782996
417,mareeba,-17.0,145.4333,303.39,70,100,3.62,AU,1704782996
418,sikonge,-5.6333,32.7667,293.15,91,100,1.02,TZ,1704782996
419,kailashahar,24.3333,92.0167,297.94,41,0,0.92,IN,1704782997
420,yokadouma,3.5167,15.05,296.73,28,96,0.31,CM,1704782997
421,kyaikkami,16.08,97.5675,300.83,55,11,4.63,MM,1704782997
422,mata-utu,-13.2816,-176.1745,302.19,72,55,3.39,WF,1704782997
423,mahibadhoo,3.7833,72.9667,300.99,78,82,5.97,MV,1704782998
424,panaba,21.2833,-88.2667,296.62,87,42,4.75,MX,1704782998
425,papao,-17.75,-149.55,299.97,82,100,7.81,PF,1704782998
426,cururupu,-1.8283,-44.8683,297.08,90,100,1.59,BR,1704782998
427,solikamsk,59.6196,56.7729,257.1,95,100,3.93,RU,1704782999
428,codrington,-38.2667,141.9667,292.66,78,21,5.49,AU,1704782999
429,i-n-salah,27.1935,2.4607,284.81,30,0,5.0,DZ,1704782999
430,andkhoy,36.9529,65.1238,285.71,47,100,9.0,AF,1704782999
431,ingeniero jacobacci,-41.3427,-69.5448,283.58,45,0,3.57,AR,1704783000
432,lisala,2.15,21.5167,299.28,37,100,0.7,CD,1704783000
433,amboasary,-25.0333,46.3833,304.67,54,0,2.14,MG,1704783000
434,nuuk,64.1835,-51.7216,275.49,64,75,3.09,GL,1704782880
435,nishinoomote,30.7333,131.0,286.46,71,75,1.03,JP,1704783001
436,neiafu,-18.65,-173.9833,302.53,79,20,3.6,TO,1704783001
437,timaru,-44.4,171.25,293.19,77,100,1.79,NZ,1704783001
438,alabat,14.1028,122.0153,300.16,84,46,6.3,PH,1704783002
439,banlung,13.7468,107.0045,308.15,30,62,0.82,KH,1704783003
440,thinadhoo,0.5333,72.9333,301.48,76,28,5.27,MV,1704783003
441,huarmey,-10.0681,-78.1522,295.55,85,100,3.61,PE,1704783005
442,aljezur,37.3191,-8.8033,287.38,94,100,0.21,PT,1704783006
443,yangjiang,21.85,111.9667,296.91,62,52,3.15,CN,1704782807
444,flin flon,54.7682,-101.865,253.56,99,99,1.21,CA,1704783007
445,liskeard,50.4545,-4.4652,273.81,88,96,6.46,GB,1704783007
446,urengoy,65.9667,78.3667,253.77,98,100,4.46,RU,1704783007
447,revda,56.801,59.9303,254.25,92,100,5.43,RU,1704783008
448,cambridge,43.3601,-80.3127,274.81,93,100,4.63,CA,1704782857
449,sinan,34.8262,126.1086,278.21,89,100,3.44,KR,1704783008
450,plastun,44.7561,136.2939,263.21,50,0,5.38,RU,1704783008
451,nova vicosa,-17.8919,-39.3719,296.95,92,100,3.17,BR,1704783009
452,pobiedziska,52.4775,17.2877,258.06,67,1,1.17,PL,1704783009
453,quellon,-43.1167,-73.6167,283.7,84,100,2.54,CL,1704783010
454,charlottetown,46.2352,-63.1267,266.91,80,75,6.17,CA,1704782955
455,alvaraes,-3.2208,-64.8042,298.76,81,100,1.02,BR,1704783010
456,constantia,44.1833,28.65,267.53,91,100,9.68,RO,1704783011
457,kousa,25.9141,32.7636,290.2,21,100,1.7,EG,1704783011
458,nicoya,10.1483,-85.452,295.88,87,0,0.75,CR,1704783011
459,brisas de zicatela,15.8369,-97.0419,296.83,81,12,2.18,MX,1704783012
460,itoman,26.1247,127.6694,294.58,79,75,4.12,JP,1704783012
461,punta del este,-34.9667,-54.95,293.13,92,20,2.24,UY,1704783012
462,kotlas,61.2611,46.6556,258.39,88,92,4.09,RU,1704783013
463,ceeldheer,3.8488,47.1806,301.23,52,4,10.4,SO,1704782987
464,island harbour,50.724,-1.2758,275.46,79,100,4.47,GB,1704783013
465,sao tome,0.3365,6.7273,297.17,88,0,3.09,ST,1704783013
466,kapit,2.0167,112.9333,304.07,68,95,1.27,MY,1704783014
467,isla del bosque,22.7333,-105.85,291.28,83,65,1.75,MX,1704783014
468,saranac lake,44.3295,-74.1313,269.2,86,100,1.54,US,1704783014
469,tiznit,29.5833,-9.5,285.74,52,46,1.72,MA,1704783015
470,bonita springs,26.3398,-81.7787,295.38,63,99,1.34,US,1704783015
471,amahai,-3.3333,128.9167,304.08,66,74,1.46,ID,1704783015
472,mount isa,-20.7333,139.5,303.02,70,75,1.54,AU,1704783015
473,ghadamis,30.1337,9.5007,281.22,44,1,1.86,LY,1704783016
474,portland,45.5234,-122.6762,284.47,94,100,7.15,US,1704782665
475,kargil,34.5667,76.1,269.25,29,2,0.54,IN,1704783016
476,neryungri,56.6709,124.6491,244.08,99,92,0.61,RU,1704783016
477,gaoual,11.75,-13.2,293.28,25,11,0.76,GN,1704783017
478,post,33.1909,-101.3782,274.25,42,3,13.34,US,1704783017
479,rio preto da eva,-2.6994,-59.6997,297.24,96,100,1.24,BR,1704783017
480,zaragoza,41.6561,-0.8773,278.16,74,100,1.54,ES,1704782866
481,ambodifotatra,-16.9833,49.85,303.18,84,75,4.12,MG,1704783018
482,masuguru,-11.3667,38.4167,300.4,77,92,2.49,TZ,1704783018
483,luderitz,-26.6481,15.1594,292.37,66,3,4.17,NA,1704783018
484,sagaing,21.8787,95.9797,299.61,37,0,2.81,MM,1704783018
485,lesnoy,57.6198,63.0784,256.38,87,100,5.43,RU,1704783019
486,tura,25.5198,90.2201,296.63,35,0,2.41,IN,1704783019
487,ishigaki,24.3448,124.1572,294.22,88,75,4.12,JP,1704783019
488,tarawa,1.419,172.984,300.2,94,75,2.06,KI,1704783020
489,tuyum,9.9769,122.5582,302.37,74,56,4.17,PH,1704783020
490,lyantor,61.6195,72.1555,250.99,93,9,6.65,RU,1704783020
491,puerto deseado,-47.7503,-65.8938,285.07,71,100,6.71,AR,1704783020
492,strzelin,50.7816,17.0648,266.77,90,5,0.31,PL,1704783021
493,nabire,-3.3667,135.4833,300.96,85,100,0.69,ID,1704783021
494,quang ngai,15.1167,108.8,297.83,79,100,2.34,VN,1704783021
495,crane,31.3974,-102.3501,275.87,43,0,4.71,US,1704783021
496,saint-pierre,-21.3393,55.4781,302.14,65,0,7.2,RE,1704783022
497,tefenni,37.3097,29.7754,279.42,82,90,2.52,TR,1704783022
498,pangody,65.85,74.4859,253.01,97,100,5.53,RU,1704783022
499,afsin,38.2477,36.914,278.75,84,100,1.15,TR,1704783022
500,shakawe,-18.3667,21.85,300.01,59,91,0.51,BW,1704783023
501,santa ines west,15.564,120.4656,304.53,52,54,2.59,PH,1704783023
502,mejit,10.2753,170.8646,300.19,71,90,9.68,MH,1704783023
503,lata,40.1629,-8.3327,279.86,91,100,1.26,PT,1704783023
504,kittila,67.6647,24.8936,275.71,93,100,3.6,FI,1704783024
505,kostyantynivka,48.5277,37.7069,261.25,88,5,3.95,UA,1704783024
506,khandyga,62.6667,135.6,227.34,100,96,0.84,RU,1704783024
507,baardheere,2.3446,42.2764,303.6,34,7,8.66,SO,1704783024
508,kupang,-10.1667,123.5833,300.47,100,75,1.54,ID,1704783025
509,robit,12.0167,39.6333,292.0,59,5,2.83,ET,1704783025
510,america dourada,-11.4553,-41.4361,291.83,86,100,1.98,BR,1704783025
511,vradiyivka,47.862,30.5919,260.88,80,4,5.66,UA,1704783025
512,kirsanov,52.6549,42.7224,259.05,92,100,3.83,RU,1704783026
513,sola,-13.8833,167.55,301.84,73,88,2.84,VU,1704783026
514,fatehpur,25.9333,80.8,294.7,30,16,2.8,IN,1704783026
515,alice springs,-23.7,133.8833,311.6,13,43,3.13,AU,1704783027
516,berezovyy,51.6667,135.7,250.02,90,100,0.83,RU,1704783027
517,fada,9.5667,8.3,294.23,12,0,1.63,NG,1704783027
518,salinopolis,-0.6136,-47.3561,299.38,82,100,4.9,BR,1704783027
519,north battleford,52.7834,-108.2847,250.2,84,0,1.03,CA,1704783028
520,sydney mines,46.2367,-60.2177,271.48,74,75,5.14,CA,1704783028
521,onguday,50.75,86.15,273.64,74,100,4.41,RU,1704783028
522,castillos,-34.1667,-53.8333,290.44,93,0,2.34,UY,1704783029
523,west bend,43.4253,-88.1834,273.91,81,100,4.12,US,1704783029
524,gisborne,-38.6533,178.0042,292.63,78,0,1.08,NZ,1704783029
525,vila franca do campo,37.7167,-25.4333,291.42,99,100,5.33,PT,1704783029
526,adam,22.3756,57.5233,295.83,30,0,0.86,OM,1704783030
527,prince rupert,54.3161,-130.3201,276.98,100,100,9.77,CA,1704783030
528,yeed,4.55,43.0333,300.76,30,31,11.87,SO,1704783030
529,kirakira,-10.4544,161.9205,301.83,80,98,1.25,SB,1704783031
530,qamdo,31.1667,97.2333,273.11,11,0,0.48,CN,1704783031
531,ocean city,39.2776,-74.5746,278.7,81,100,1.79,US,1704783031
532,olinda,-8.0089,-34.8553,301.0,78,40,3.09,BR,1704783031
533,kilindoni,-7.9139,39.6668,301.2,78,28,6.31,TZ,1704783032
534,kondopoga,62.2057,34.2614,264.97,96,100,3.07,RU,1704783032
535,kingscliff,-28.2667,153.5667,301.89,83,40,4.63,AU,1704783032
536,souillac,-20.5167,57.5167,302.36,65,40,4.12,MU,1704783033
537,bagan,54.1001,77.6646,252.25,91,98,7.81,RU,1704783033
538,sao gabriel da cachoeira,-0.1303,-67.0892,295.59,98,100,1.04,BR,1704783033
539,shimoda,34.6667,138.95,284.35,53,0,10.57,JP,1704783033
540,outjo,-20.1167,16.15,294.78,49,100,2.32,NA,1704783034
541,tateyama,34.9833,139.8667,285.53,46,0,12.17,JP,1704783034
542,benghazi,32.1167,20.0667,289.2,57,40,9.98,LY,1704783034
543,boyalik,41.2634,28.6314,276.91,83,100,10.76,TR,1704783034
544,san julian,21.0167,-102.1667,283.66,75,100,2.97,MX,1704783035
545,dakhla,23.6848,-15.958,289.16,100,75,3.6,EH,1704783029
546,anqing,30.5092,117.0506,288.24,54,22,1.98,CN,1704783035
547,tank,32.2217,70.3793,292.48,24,0,0.71,PK,1704783035
548,aioun,16.6614,-9.6149,291.64,17,99,4.06,MR,1704783036
549,hinton,53.4001,-117.5857,261.7,88,100,1.33,CA,1704783036
550,villa gesell,-37.2639,-56.973,291.51,90,0,3.45,AR,1704782809
551,severodvinsk,64.5635,39.8302,254.33,98,100,1.36,RU,1704783036
552,fuxin,42.0156,121.6589,266.89,57,0,3.86,CN,1704783037
553,gebeit,21.0667,36.3167,297.39,40,0,4.29,SD,1704783037
554,kijang,35.2442,129.2139,277.0,37,96,2.64,KR,1704783037
555,monrovia,6.3005,-10.7969,298.02,81,0,0.91,LR,1704783037
556,whakatane,-37.9585,176.9854,295.8,79,0,1.54,NZ,1704783038
557,madimba,-10.4,40.3333,297.77,100,75,0.0,TZ,1704783038
558,eureka,40.8021,-124.1637,284.78,88,99,1.34,US,1704783038
559,maracacume,-2.0428,-45.9592,295.46,98,98,1.29,BR,1704783038
560,lamu,-2.2717,40.902,302.27,70,21,5.62,KE,1704783038
561,kasongo-lunda,-6.4667,16.8167,297.22,83,86,0.68,CD,1704783039
562,rocky mountain house,52.3668,-114.9188,257.21,85,100,1.54,CA,1704783039
563,maintirano,-18.0667,44.0167,303.97,64,96,2.44,MG,1704783039
